Country,Year,AverageTemperature
Denmark,1823,-18.644416666666668
Denmark,1824,-18.145166666666668
Denmark,1825,-18.183916666666665
Denmark,1826,-18.097333333333335
Denmark,1827,-17.90075
Denmark,1828,-17.693749999999998
Denmark,1829,-18.118166666666667
Denmark,1830,-17.89975
Denmark,1831,-18.623416666666667
Denmark,1832,-18.922666666666668
Denmark,1833,-18.475833333333334
Denmark,1834,-18.573833333333333
Denmark,1835,-19.280166666666666
Denmark,1836,-19.37591666666667
Denmark,1837,-18.942333333333334
Denmark,1838,-18.856916666666667
Denmark,1839,-18.930666666666667
Denmark,1840,-18.404416666666666
Denmark,1841,-18.815166666666666
Denmark,1842,-18.096333333333334
Denmark,1843,-18.5515
Denmark,1844,-18.6815
Denmark,1845,-18.53366666666667
Denmark,1846,-17.801333333333336
Denmark,1847,-18.12216666666667
Denmark,1848,-18.943
Denmark,1849,-18.56716666666667
Denmark,1850,-18.645
Denmark,1851,-18.14891666666667
Denmark,1852,-18.322666666666667
Denmark,1853,-18.472416666666668
Denmark,1854,-18.462666666666667
Denmark,1855,-18.611250000000002
Denmark,1856,-18.397333333333332
Denmark,1857,-18.615583333333333
Denmark,1858,-18.39
Denmark,1859,-18.863833333333336
Denmark,1860,-18.628333333333334
Denmark,1861,-18.27075
Denmark,1862,-18.79325
Denmark,1863,-18.856166666666667
Denmark,1864,-18.160416666666666
Denmark,1865,-18.799333333333333
Denmark,1866,-19.846333333333334
Denmark,1867,-18.257833333333334
Denmark,1868,-19.570249999999998
Denmark,1869,-18.961000000000002
Denmark,1870,-18.30516666666667
Denmark,1871,-17.965
Denmark,1872,-17.21
Denmark,1873,-18.41175
Denmark,1874,-18.418833333333335
Denmark,1875,-18.068250000000003
Denmark,1876,-18.478583333333336
Denmark,1877,-18.465500000000002
Denmark,1878,-17.791916666666665
Denmark,1879,-18.109333333333336
Denmark,1880,-18.66775
Denmark,1881,-18.36466666666667
Denmark,1882,-19.9585
Denmark,1883,-18.17075
Denmark,1884,-19.853083333333334
Denmark,1885,-18.680833333333332
Denmark,1886,-19.70525
Denmark,1887,-20.2685
Denmark,1888,-18.697333333333333
Denmark,1889,-18.84916666666667
Denmark,1890,-18.84625
Denmark,1891,-19.417666666666666
Denmark,1892,-18.744249999999997
Denmark,1893,-18.35875
Denmark,1894,-19.83825
Denmark,1895,-17.996333333333332
Denmark,1896,-19.675083333333333
Denmark,1897,-19.019083333333334
Denmark,1898,-19.831166666666665
Denmark,1899,-18.95075
Denmark,1900,-17.767416666666666
Denmark,1901,-18.00175
Denmark,1902,-18.399416666666667
Denmark,1903,-18.599833333333333
Denmark,1904,-18.87
Denmark,1905,-18.164083333333334
Denmark,1906,-19.252
Denmark,1907,-19.09391666666667
Denmark,1908,-17.77716666666667
Denmark,1909,-18.415916666666668
Denmark,1910,-19.493583333333333
Denmark,1911,-18.62725
Denmark,1912,-17.591166666666666
Denmark,1913,-18.473916666666668
Denmark,1914,-19.737666666666666
Denmark,1915,-18.42625
Denmark,1916,-17.749416666666665
Denmark,1917,-18.545833333333334
Denmark,1918,-19.531499999999998
Denmark,1919,-18.512333333333334
Denmark,1920,-19.119666666666667
Denmark,1921,-19.093666666666667
Denmark,1922,-18.578416666666666
Denmark,1923,-17.47191666666667
Denmark,1924,-17.919
Denmark,1925,-17.763916666666667
Denmark,1926,-17.328083333333336
Denmark,1927,-17.379416666666668
Denmark,1928,-16.358
Denmark,1929,-16.222083333333334
Denmark,1930,-16.497583333333335
Denmark,1931,-17.243
Denmark,1932,-16.363666666666667
Denmark,1933,-16.182166666666667
Denmark,1934,-17.037833333333335
Denmark,1935,-16.944583333333334
Denmark,1936,-16.692666666666668
Denmark,1937,-16.9455
Denmark,1938,-17.2775
Denmark,1939,-16.226583333333334
Denmark,1940,-16.517500000000002
Denmark,1941,-16.629083333333334
Denmark,1942,-17.117333333333335
Denmark,1943,-18.28975
Denmark,1944,-18.075083333333335
Denmark,1945,-17.051
Denmark,1946,-16.79925
Denmark,1947,-15.863416666666666
Denmark,1948,-18.360833333333336
Denmark,1949,-18.587416666666666
Denmark,1950,-17.593166666666665
Denmark,1951,-18.414083333333334
Denmark,1952,-17.365666666666666
Denmark,1953,-17.83375
Denmark,1954,-17.401833333333332
Denmark,1955,-17.818416666666668
Denmark,1956,-17.950750000000003
Denmark,1957,-17.240833333333335
Denmark,1958,-17.44033333333333
Denmark,1959,-17.864
Denmark,1960,-16.951083333333333
Denmark,1961,-18.430666666666667
Denmark,1962,-16.929416666666665
Denmark,1963,-17.228666666666665
Denmark,1964,-18.04225
Denmark,1965,-17.029416666666666
Denmark,1966,-18.311833333333336
Denmark,1967,-18.03291666666667
Denmark,1968,-18.275833333333335
Denmark,1969,-17.867416666666667
Denmark,1970,-18.2145
Denmark,1971,-19.14225
Denmark,1972,-18.274916666666666
Denmark,1973,-18.714000000000002
Denmark,1974,-17.661166666666666
Denmark,1975,-18.94575
Denmark,1976,-17.499750000000002
Denmark,1977,-17.61916666666667
Denmark,1978,-17.918166666666668
Denmark,1979,-18.07166666666667
Denmark,1980,-17.009249999999998
Denmark,1981,-17.817583333333335
Denmark,1982,-18.438083333333335
Denmark,1983,-19.85775
Denmark,1984,-18.769166666666667
Denmark,1985,-17.07641666666667
Denmark,1986,-17.616583333333335
Denmark,1987,-18.201666666666664
Denmark,1988,-17.325
Denmark,1989,-18.784583333333334
Denmark,1990,-17.870333333333335
Denmark,1991,-17.827916666666667
Denmark,1992,-19.00041666666667
Denmark,1993,-18.716166666666666
Denmark,1994,-18.085416666666667
Denmark,1995,-17.69783333333333
Denmark,1996,-16.805666666666667
Denmark,1997,-17.455333333333332
Denmark,1998,-16.62091666666667
Denmark,1999,-17.699083333333334
Denmark,2000,-16.8245
Denmark,2001,-17.06775
Denmark,2002,-16.291083333333336
Denmark,2003,-15.747083333333334
Denmark,2004,-16.77058333333333
Denmark,2005,-15.643
Denmark,2006,-16.574333333333332
Denmark,2007,-16.533083333333334
Denmark,2008,-16.843333333333334
Denmark,2009,-16.783166666666666
Denmark,2010,-15.085749999999999
Denmark,2011,-16.641416666666668
Denmark,2012,-16.260916666666667
Denmark,2013,-14.92725
Denmark (Europe),1806,8.021333333333333
Denmark (Europe),1807,7.749666666666666
Denmark (Europe),1808,7.340583333333334
Denmark (Europe),1809,7.277583333333333
Denmark (Europe),1810,7.198333333333334
Denmark (Europe),1811,8.628833333333334
Denmark (Europe),1812,6.401916666666666
Denmark (Europe),1813,7.787583333333333
Denmark (Europe),1814,6.401833333333333
Denmark (Europe),1815,7.4727500000000004
Denmark (Europe),1816,6.663333333333334
Denmark (Europe),1817,7.6925
Denmark (Europe),1818,8.151833333333334
Denmark (Europe),1819,8.3405
Denmark (Europe),1820,6.9014999999999995
Denmark (Europe),1821,7.896916666666667
Denmark (Europe),1822,9.082333333333333
Denmark (Europe),1823,7.277
Denmark (Europe),1824,8.453166666666666
Denmark (Europe),1825,8.392416666666668
Denmark (Europe),1826,8.725583333333335
Denmark (Europe),1827,7.730666666666667
Denmark (Europe),1828,8.000916666666667
Denmark (Europe),1829,5.864333333333334
Denmark (Europe),1830,7.050999999999999
Denmark (Europe),1831,8.14575
Denmark (Europe),1832,7.683416666666667
Denmark (Europe),1833,7.787166666666667
Denmark (Europe),1834,9.078750000000001
Denmark (Europe),1835,7.827166666666667
Denmark (Europe),1836,7.458583333333333
Denmark (Europe),1837,7.1514999999999995
Denmark (Europe),1838,5.991166666666667
Denmark (Europe),1839,7.16125
Denmark (Europe),1840,6.820666666666667
Denmark (Europe),1841,7.507916666666667
Denmark (Europe),1842,8.22725
Denmark (Europe),1843,7.974166666666666
Denmark (Europe),1844,6.660083333333334
Denmark (Europe),1845,6.87125
Denmark (Europe),1846,8.94675
Denmark (Europe),1847,7.470416666666666
Denmark (Europe),1848,7.63375
Denmark (Europe),1849,7.007666666666666
Denmark (Europe),1850,7.231000000000001
Denmark (Europe),1851,7.645666666666667
Denmark (Europe),1852,8.251916666666666
Denmark (Europe),1853,6.7835
Denmark (Europe),1854,7.813916666666667
Denmark (Europe),1855,6.17475
Denmark (Europe),1856,7.020583333333334
Denmark (Europe),1857,8.488750000000001
Denmark (Europe),1858,7.730083333333334
Denmark (Europe),1859,8.542666666666667
Denmark (Europe),1860,6.760666666666666
Denmark (Europe),1861,7.828333333333334
Denmark (Europe),1862,7.489000000000001
Denmark (Europe),1863,8.628833333333334
Denmark (Europe),1864,6.640083333333333
Denmark (Europe),1865,7.664083333333333
Denmark (Europe),1866,8.02
Denmark (Europe),1867,6.72675
Denmark (Europe),1868,8.87225
Denmark (Europe),1869,7.732166666666667
Denmark (Europe),1870,6.850333333333334
Denmark (Europe),1871,6.419999999999999
Denmark (Europe),1872,8.686083333333334
Denmark (Europe),1873,8.095083333333333
Denmark (Europe),1874,8.037916666666666
Denmark (Europe),1875,7.185416666666668
Denmark (Europe),1876,7.285750000000001
Denmark (Europe),1877,7.1535
Denmark (Europe),1878,8.180583333333333
Denmark (Europe),1879,6.203416666666667
Denmark (Europe),1880,7.961416666666666
Denmark (Europe),1881,6.336833333333334
Denmark (Europe),1882,8.362166666666667
Denmark (Europe),1883,7.715416666666666
Denmark (Europe),1884,8.368833333333333
Denmark (Europe),1885,7.226333333333334
Denmark (Europe),1886,7.304833333333334
Denmark (Europe),1887,7.21825
Denmark (Europe),1888,6.35475
Denmark (Europe),1889,7.746166666666666
Denmark (Europe),1890,7.583333333333333
Denmark (Europe),1891,7.512583333333333
Denmark (Europe),1892,6.96775
Denmark (Europe),1893,7.4230833333333335
Denmark (Europe),1894,8.320666666666668
Denmark (Europe),1895,7.129833333333333
Denmark (Europe),1896,8.14925
Denmark (Europe),1897,7.8300833333333335
Denmark (Europe),1898,8.184666666666667
Denmark (Europe),1899,8.166500000000001
Denmark (Europe),1900,7.744
Denmark (Europe),1901,7.876916666666666
Denmark (Europe),1902,6.690833333333334
Denmark (Europe),1903,7.978916666666667
Denmark (Europe),1904,7.826083333333334
Denmark (Europe),1905,7.862333333333333
Denmark (Europe),1906,8.241166666666667
Denmark (Europe),1907,7.34225
Denmark (Europe),1908,7.757583333333334
Denmark (Europe),1909,6.975333333333334
Denmark (Europe),1910,8.581416666666668
Denmark (Europe),1911,8.7835
Denmark (Europe),1912,7.642250000000001
Denmark (Europe),1913,8.513166666666667
Denmark (Europe),1914,8.889666666666667
Denmark (Europe),1915,7.016333333333333
Denmark (Europe),1916,7.854916666666667
Denmark (Europe),1917,7.4085
Denmark (Europe),1918,7.991250000000001
Denmark (Europe),1919,6.936416666666666
Denmark (Europe),1920,8.291749999999999
Denmark (Europe),1921,8.637166666666667
Denmark (Europe),1922,6.8518333333333326
Denmark (Europe),1923,7.152083333333334
Denmark (Europe),1924,7.308083333333333
Denmark (Europe),1925,8.2165
Denmark (Europe),1926,8.172333333333333
Denmark (Europe),1927,7.561416666666666
Denmark (Europe),1928,7.620666666666666
Denmark (Europe),1929,6.952583333333333
Denmark (Europe),1930,8.60825
Denmark (Europe),1931,7.3059166666666675
Denmark (Europe),1932,8.46125
Denmark (Europe),1933,8.225583333333335
Denmark (Europe),1934,9.439166666666667
Denmark (Europe),1935,8.37925
Denmark (Europe),1936,8.30075
Denmark (Europe),1937,8.27825
Denmark (Europe),1938,9.072666666666667
Denmark (Europe),1939,8.47775
Denmark (Europe),1940,6.49125
Denmark (Europe),1941,6.62775
Denmark (Europe),1942,6.3705
Denmark (Europe),1943,8.755833333333333
Denmark (Europe),1944,8.369833333333334
Denmark (Europe),1945,8.806416666666665
Denmark (Europe),1946,7.978166666666667
Denmark (Europe),1947,7.5874999999999995
Denmark (Europe),1948,8.695083333333335
Denmark (Europe),1949,9.236916666666668
Denmark (Europe),1950,8.335166666666668
Denmark (Europe),1951,8.296166666666666
Denmark (Europe),1952,7.3825
Denmark (Europe),1953,8.936
Denmark (Europe),1954,7.585
Denmark (Europe),1955,7.5605
Denmark (Europe),1956,6.953166666666667
Denmark (Europe),1957,8.299333333333335
Denmark (Europe),1958,7.5995
Denmark (Europe),1959,8.947249999999999
Denmark (Europe),1960,7.989583333333333
Denmark (Europe),1961,8.7565
Denmark (Europe),1962,7.295999999999999
Denmark (Europe),1963,6.93175
Denmark (Europe),1964,7.815166666666666
Denmark (Europe),1965,7.3139166666666675
Denmark (Europe),1966,7.4635
Denmark (Europe),1967,8.712333333333333
Denmark (Europe),1968,8.118
Denmark (Europe),1969,7.632000000000001
Denmark (Europe),1970,7.243333333333333
Denmark (Europe),1971,8.471416666666666
Denmark (Europe),1972,8.11125
Denmark (Europe),1973,8.477666666666668
Denmark (Europe),1974,8.795416666666666
Denmark (Europe),1975,9.199333333333334
Denmark (Europe),1976,8.04175
Denmark (Europe),1977,8.195666666666666
Denmark (Europe),1978,7.831166666666667
Denmark (Europe),1979,6.884083333333333
Denmark (Europe),1980,7.585583333333333
Denmark (Europe),1981,7.636
Denmark (Europe),1982,8.426333333333334
Denmark (Europe),1983,8.762333333333332
Denmark (Europe),1984,8.300416666666667
Denmark (Europe),1985,6.897583333333333
Denmark (Europe),1986,7.42025
Denmark (Europe),1987,6.9543333333333335
Denmark (Europe),1988,8.849583333333333
Denmark (Europe),1989,9.568166666666666
Denmark (Europe),1990,9.708833333333333
Denmark (Europe),1991,8.57775
Denmark (Europe),1992,9.38425
Denmark (Europe),1993,8.059083333333334
Denmark (Europe),1994,8.96725
Denmark (Europe),1995,8.623666666666667
Denmark (Europe),1996,7.234083333333333
Denmark (Europe),1997,8.894916666666667
Denmark (Europe),1998,8.563083333333333
Denmark (Europe),1999,9.283083333333334
Denmark (Europe),2000,9.582916666666668
Denmark (Europe),2001,8.62375
Denmark (Europe),2002,9.44325
Denmark (Europe),2003,8.998666666666667
Denmark (Europe),2004,9.021749999999999
Denmark (Europe),2005,9.054416666666667
Denmark (Europe),2006,9.683833333333332
Denmark (Europe),2007,9.7635
Denmark (Europe),2008,9.730083333333335
Denmark (Europe),2009,9.130416666666667
Denmark (Europe),2010,7.295333333333333
Denmark (Europe),2011,9.252833333333333
Denmark (Europe),2012,8.58825
Denmark (Europe),2013,8.516375
Djibouti,1864,28.244833333333332
Djibouti,1865,
Djibouti,1866,
Djibouti,1867,
Djibouti,1868,
Djibouti,1869,
Djibouti,1870,
Djibouti,1871,
Djibouti,1872,
Djibouti,1873,
Djibouti,1874,
Djibouti,1875,29.111625
Djibouti,1876,28.123833333333334
Djibouti,1877,28.744333333333334
Djibouti,1878,28.93841666666667
Djibouti,1879,
Djibouti,1880,28.928
Djibouti,1881,28.590090909090907
Djibouti,1882,28.467583333333334
Djibouti,1883,28.303916666666666
Djibouti,1884,28.173750000000002
Djibouti,1885,28.479249999999997
Djibouti,1886,28.580250000000003
Djibouti,1887,28.139583333333334
Djibouti,1888,28.29816666666667
Djibouti,1889,28.64691666666667
Djibouti,1890,28.57466666666667
Djibouti,1891,28.589
Djibouti,1892,28.29325
Djibouti,1893,28.44275
Djibouti,1894,28.320083333333333
Djibouti,1895,28.444999999999997
Djibouti,1896,28.476249999999997
Djibouti,1897,28.749916666666667
Djibouti,1898,28.867166666666666
Djibouti,1899,28.593833333333333
Djibouti,1900,28.543833333333335
Djibouti,1901,28.513416666666668
Djibouti,1902,28.52316666666667
Djibouti,1903,28.323666666666668
Djibouti,1904,28.586833333333335
Djibouti,1905,28.545916666666667
Djibouti,1906,28.43241666666667
Djibouti,1907,28.156166666666667
Djibouti,1908,28.189333333333334
Djibouti,1909,28.434749999999998
Djibouti,1910,28.893333333333334
Djibouti,1911,28.744250000000005
Djibouti,1912,28.30333333333333
Djibouti,1913,28.227833333333336
Djibouti,1914,28.87291666666667
Djibouti,1915,29.254666666666665
Djibouti,1916,28.092166666666667
Djibouti,1917,28.048750000000002
Djibouti,1918,27.97825
Djibouti,1919,28.993166666666667
Djibouti,1920,28.809749999999998
Djibouti,1921,28.39408333333333
Djibouti,1922,28.07075
Djibouti,1923,28.300083333333333
Djibouti,1924,28.67975
Djibouti,1925,28.503083333333336
Djibouti,1926,28.858
Djibouti,1927,28.559083333333334
Djibouti,1928,28.612416666666665
Djibouti,1929,28.632416666666668
Djibouti,1930,28.60275
Djibouti,1931,28.770166666666668
Djibouti,1932,28.270833333333332
Djibouti,1933,28.648833333333332
Djibouti,1934,28.421499999999998
Djibouti,1935,28.720916666666668
Djibouti,1936,28.497250000000005
Djibouti,1937,28.516416666666668
Djibouti,1938,28.651833333333332
Djibouti,1939,28.817000000000004
Djibouti,1940,28.991416666666666
Djibouti,1941,29.428833333333333
Djibouti,1942,29.222583333333333
Djibouti,1943,28.834166666666665
Djibouti,1944,29.08866666666667
Djibouti,1945,29.120583333333332
Djibouti,1946,28.84466666666667
Djibouti,1947,29.017083333333332
Djibouti,1948,28.879666666666665
Djibouti,1949,28.698833333333337
Djibouti,1950,28.35591666666667
Djibouti,1951,28.706666666666667
Djibouti,1952,28.56625
Djibouti,1953,28.7735
Djibouti,1954,28.72366666666667
Djibouti,1955,28.613
Djibouti,1956,28.343166666666665
Djibouti,1957,28.310916666666667
Djibouti,1958,29.011166666666668
Djibouti,1959,28.67025
Djibouti,1960,28.701166666666666
Djibouti,1961,28.869500000000002
Djibouti,1962,28.718333333333334
Djibouti,1963,29.097583333333333
Djibouti,1964,28.643833333333333
Djibouti,1965,28.422333333333338
Djibouti,1966,28.8195
Djibouti,1967,28.55541666666667
Djibouti,1968,28.543583333333334
Djibouti,1969,29.148333333333337
Djibouti,1970,28.989250000000002
Djibouti,1971,28.609333333333336
Djibouti,1972,29.089083333333335
Djibouti,1973,29.114583333333332
Djibouti,1974,28.467333333333332
Djibouti,1975,28.697833333333335
Djibouti,1976,28.716000000000005
Djibouti,1977,29.019416666666668
Djibouti,1978,29.06325
Djibouti,1979,29.035833333333333
Djibouti,1980,29.509416666666667
Djibouti,1981,28.879166666666666
Djibouti,1982,29.047083333333333
Djibouti,1983,29.176583333333337
Djibouti,1984,28.69066666666667
Djibouti,1985,28.689666666666668
Djibouti,1986,28.797916666666666
Djibouti,1987,29.11366666666667
Djibouti,1988,29.531833333333335
Djibouti,1989,28.797
Djibouti,1990,29.302999999999997
Djibouti,1991,29.289416666666668
Djibouti,1992,28.999
Djibouti,1993,28.74083333333333
Djibouti,1994,29.06233333333333
Djibouti,1995,29.25975
Djibouti,1996,29.16525
Djibouti,1997,29.269333333333336
Djibouti,1998,29.7805
Djibouti,1999,29.3715
Djibouti,2000,29.860000000000003
Djibouti,2001,29.476916666666668
Djibouti,2002,29.531583333333334
Djibouti,2003,29.757833333333334
Djibouti,2004,29.540916666666664
Djibouti,2005,29.80858333333333
Djibouti,2006,29.777416666666667
Djibouti,2007,29.786333333333335
Djibouti,2008,29.339250000000003
Djibouti,2009,29.89675
Djibouti,2010,29.837000000000003
Djibouti,2011,29.844333333333335
Djibouti,2012,29.923583333333337
Djibouti,2013,30.74475
Dominica,1824,25.783272727272728
Dominica,1825,26.25916666666667
Dominica,1826,25.8281
Dominica,1827,26.010454545454547
Dominica,1828,25.936272727272726
Dominica,1829,25.7269
Dominica,1830,
Dominica,1831,
Dominica,1832,
Dominica,1833,
Dominica,1834,
Dominica,1835,
Dominica,1836,
Dominica,1837,
Dominica,1838,
Dominica,1839,
Dominica,1840,
Dominica,1841,
Dominica,1842,
Dominica,1843,
Dominica,1844,
Dominica,1845,25.546666666666667
Dominica,1846,26.084166666666665
Dominica,1847,25.54625
Dominica,1848,25.526916666666665
Dominica,1849,25.5695
Dominica,1850,25.619083333333332
Dominica,1851,25.70025
Dominica,1852,25.567833333333336
Dominica,1853,25.769416666666668
Dominica,1854,25.65225
Dominica,1855,25.784333333333333
Dominica,1856,25.821166666666667
Dominica,1857,25.348
Dominica,1858,25.384
Dominica,1859,25.428583333333336
Dominica,1860,25.600916666666667
Dominica,1861,25.666
Dominica,1862,25.516416666666668
Dominica,1863,25.54216666666667
Dominica,1864,25.627916666666668
Dominica,1865,25.845333333333333
Dominica,1866,25.760416666666668
Dominica,1867,25.824583333333333
Dominica,1868,26.001166666666666
Dominica,1869,25.97083333333333
Dominica,1870,25.577083333333334
Dominica,1871,25.995333333333335
Dominica,1872,26.04733333333333
Dominica,1873,25.830250000000003
Dominica,1874,25.732333333333333
Dominica,1875,25.589250000000003
Dominica,1876,25.819166666666664
Dominica,1877,26.25283333333333
Dominica,1878,26.308000000000003
Dominica,1879,25.7345
Dominica,1880,25.411333333333335
Dominica,1881,25.725583333333333
Dominica,1882,25.567083333333333
Dominica,1883,25.3595
Dominica,1884,25.37608333333333
Dominica,1885,25.9225
Dominica,1886,25.518666666666665
Dominica,1887,25.432333333333332
Dominica,1888,25.80933333333333
Dominica,1889,26.04733333333333
Dominica,1890,25.240333333333336
Dominica,1891,25.937916666666666
Dominica,1892,25.875249999999998
Dominica,1893,25.630916666666668
Dominica,1894,25.532916666666665
Dominica,1895,25.672749999999997
Dominica,1896,25.75191666666667
Dominica,1897,25.925666666666668
Dominica,1898,25.886
Dominica,1899,25.778583333333334
Dominica,1900,25.904833333333332
Dominica,1901,26.11425
Dominica,1902,26.07858333333333
Dominica,1903,25.9385
Dominica,1904,25.597583333333333
Dominica,1905,25.878583333333335
Dominica,1906,25.840166666666665
Dominica,1907,25.723249999999997
Dominica,1908,25.734083333333334
Dominica,1909,25.599416666666666
Dominica,1910,25.553083333333333
Dominica,1911,25.793666666666667
Dominica,1912,25.84925
Dominica,1913,25.43858333333333
Dominica,1914,25.948083333333333
Dominica,1915,26.177833333333336
Dominica,1916,25.757
Dominica,1917,25.499333333333336
Dominica,1918,25.699250000000003
Dominica,1919,26.071
Dominica,1920,25.68433333333333
Dominica,1921,25.804583333333337
Dominica,1922,25.78916666666667
Dominica,1923,25.796333333333333
Dominica,1924,26.120333333333335
Dominica,1925,25.818749999999998
Dominica,1926,26.314166666666665
Dominica,1927,26.13416666666667
Dominica,1928,26.161583333333336
Dominica,1929,25.903583333333334
Dominica,1930,26.18133333333333
Dominica,1931,26.622083333333336
Dominica,1932,26.3995
Dominica,1933,26.02775
Dominica,1934,25.915000000000003
Dominica,1935,25.79516666666667
Dominica,1936,25.832416666666663
Dominica,1937,26.1905
Dominica,1938,25.849999999999998
Dominica,1939,26.04975
Dominica,1940,26.516000000000002
Dominica,1941,26.646916666666666
Dominica,1942,26.521333333333335
Dominica,1943,26.036583333333336
Dominica,1944,26.137666666666664
Dominica,1945,25.785833333333333
Dominica,1946,26.044666666666668
Dominica,1947,26.409666666666666
Dominica,1948,26.2195
Dominica,1949,25.973666666666663
Dominica,1950,25.798000000000002
Dominica,1951,26.202333333333332
Dominica,1952,26.543333333333333
Dominica,1953,26.508916666666668
Dominica,1954,26.077250000000003
Dominica,1955,26.33866666666667
Dominica,1956,26.10075
Dominica,1957,26.17975
Dominica,1958,26.758166666666668
Dominica,1959,26.490583333333333
Dominica,1960,26.603083333333334
Dominica,1961,26.34991666666667
Dominica,1962,26.473416666666665
Dominica,1963,26.603916666666667
Dominica,1964,26.394166666666667
Dominica,1965,26.21525
Dominica,1966,26.358583333333332
Dominica,1967,26.095
Dominica,1968,26.133499999999998
Dominica,1969,26.65516666666667
Dominica,1970,26.423083333333334
Dominica,1971,26.089333333333332
Dominica,1972,26.326999999999998
Dominica,1973,26.490166666666667
Dominica,1974,26.087500000000002
Dominica,1975,26.03708333333333
Dominica,1976,25.95125
Dominica,1977,26.426083333333334
Dominica,1978,26.51575
Dominica,1979,26.442666666666668
Dominica,1980,26.753333333333334
Dominica,1981,26.686333333333334
Dominica,1982,26.436000000000003
Dominica,1983,26.696749999999998
Dominica,1984,26.250833333333333
Dominica,1985,26.27475
Dominica,1986,26.358083333333337
Dominica,1987,26.94775
Dominica,1988,26.6615
Dominica,1989,26.378666666666664
Dominica,1990,26.629833333333334
Dominica,1991,26.544583333333335
Dominica,1992,26.619
Dominica,1993,26.647916666666664
Dominica,1994,26.6245
Dominica,1995,26.974333333333334
Dominica,1996,26.632499999999997
Dominica,1997,26.957166666666666
Dominica,1998,27.268
Dominica,1999,26.81325
Dominica,2000,26.5715
Dominica,2001,26.90216666666667
Dominica,2002,26.935666666666666
Dominica,2003,27.08
Dominica,2004,26.829666666666668
Dominica,2005,27.31925
Dominica,2006,27.148583333333335
Dominica,2007,27.094416666666664
Dominica,2008,26.664666666666665
Dominica,2009,26.9505
Dominica,2010,27.486833333333333
Dominica,2011,26.98783333333333
Dominica,2012,27.112333333333336
Dominica,2013,26.922125
Dominican Republic,1824,25.494363636363634
Dominican Republic,1825,25.616666666666664
Dominican Republic,1826,25.468166666666665
Dominican Republic,1827,25.906750000000002
Dominican Republic,1828,25.848083333333335
Dominican Republic,1829,25.18625
Dominican Republic,1830,25.83491666666667
Dominican Republic,1831,24.844916666666666
Dominican Republic,1832,24.5535
Dominican Republic,1833,
Dominican Republic,1834,
Dominican Republic,1835,24.70325
Dominican Republic,1836,23.302500000000002
Dominican Republic,1837,25.767666666666667
Dominican Republic,1838,24.811166666666665
Dominican Republic,1839,25.0055
Dominican Republic,1840,24.997583333333335
Dominican Republic,1841,24.71741666666667
Dominican Republic,1842,25.122416666666666
Dominican Republic,1843,25.010499999999997
Dominican Republic,1844,24.53916666666667
Dominican Republic,1845,24.664333333333335
Dominican Republic,1846,25.434583333333332
Dominican Republic,1847,25.12425
Dominican Republic,1848,25.04225
Dominican Republic,1849,25.29325
Dominican Republic,1850,25.25016666666667
Dominican Republic,1851,25.272583333333333
Dominican Republic,1852,24.8985
Dominican Republic,1853,25.22683333333333
Dominican Republic,1854,25.177083333333332
Dominican Republic,1855,25.395833333333332
Dominican Republic,1856,25.749083333333335
Dominican Republic,1857,24.730583333333332
Dominican Republic,1858,24.730833333333337
Dominican Republic,1859,24.920833333333334
Dominican Republic,1860,24.933999999999997
Dominican Republic,1861,25.21558333333333
Dominican Republic,1862,25.137
Dominican Republic,1863,25.239333333333335
Dominican Republic,1864,25.01725
Dominican Republic,1865,25.322666666666667
Dominican Republic,1866,24.94416666666667
Dominican Republic,1867,25.15025
Dominican Republic,1868,25.365
Dominican Republic,1869,25.61125
Dominican Republic,1870,25.198333333333334
Dominican Republic,1871,25.31441666666667
Dominican Republic,1872,25.37691666666667
Dominican Republic,1873,25.014750000000003
Dominican Republic,1874,25.114500000000003
Dominican Republic,1875,25.160583333333335
Dominican Republic,1876,25.386166666666668
Dominican Republic,1877,25.771916666666666
Dominican Republic,1878,25.998
Dominican Republic,1879,25.366
Dominican Republic,1880,25.234916666666667
Dominican Republic,1881,25.07841666666667
Dominican Republic,1882,24.943250000000003
Dominican Republic,1883,25.1155
Dominican Republic,1884,24.887249999999998
Dominican Republic,1885,25.259500000000003
Dominican Republic,1886,24.898583333333335
Dominican Republic,1887,24.817666666666668
Dominican Republic,1888,25.16725
Dominican Republic,1889,25.33966666666667
Dominican Republic,1890,25.0605
Dominican Republic,1891,25.232083333333332
Dominican Republic,1892,25.02733333333333
Dominican Republic,1893,24.945333333333334
Dominican Republic,1894,24.986833333333333
Dominican Republic,1895,25.263666666666666
Dominican Republic,1896,25.443416666666668
Dominican Republic,1897,25.68225
Dominican Republic,1898,25.37575
Dominican Republic,1899,25.362666666666666
Dominican Republic,1900,25.76008333333333
Dominican Republic,1901,25.55475
Dominican Republic,1902,25.35175
Dominican Republic,1903,25.48
Dominican Republic,1904,25.011
Dominican Republic,1905,25.563916666666668
Dominican Republic,1906,25.373
Dominican Republic,1907,25.169583333333335
Dominican Republic,1908,25.307333333333332
Dominican Republic,1909,25.131833333333333
Dominican Republic,1910,24.994416666666666
Dominican Republic,1911,25.3195
Dominican Republic,1912,25.49191666666667
Dominican Republic,1913,25.012250000000005
Dominican Republic,1914,25.483583333333332
Dominican Republic,1915,25.759500000000003
Dominican Republic,1916,25.112333333333336
Dominican Republic,1917,24.833916666666667
